Country,Latitude,Longitude
Guatemala,15.39,-91.13
Guatemala,15.1,-90.06
MEXICO,16.983,-96.433
Mexico,16.81,-92.64
MEXICO,16.817,-92.567
Mexico,16.74,-92.71
MEXICO,16.733,-92.683
Mexico,16.75,-92.62
Mexico,17.22,-96.3
Mexico,18.27,-97.92
Mexico,18.67,-96.98
MEXICO,18.667,-96.983
MEXICO,18.583,-95.283
MEXICO,18.583,-95.283
Puerto Rico,18.295,-67.11
Puerto Rico,18.15667,-66.55633
Puerto Rico,18.164722,-66.7225
United States,19.597485,-155.4985
MEXICO,19.431,-102.397
MEXICO,19.469,-102.344
MEXICO,19.427,-102.41
Mexico,19.36,-99.24
MEXICO,19.08,-98.52
MEXICO,19.067,-98.517
MEXICO,19.737,-97.259
MEXICO,19.898,-97.622
MEXICO,19.851,-97.495
MEXICO,19.87,-97.588
MEXICO,19.847,-97.498
Mexico,19.535,-96.825
MEXICO,19.586,-96.977
MEXICO,19.533,-96.817
MEXICO,19.771,-96.822
Mexico,19.7497,-96.6942
MEXICO,19.54,-96.928
MEXICO,19.767,-96.683
MEXICO,19.767,-96.683
MEXICO,19.54,-96.928
MEXICO,19.767,-96.817
MEXICO,19.802,-96.822
MEXICO,19.535,-96.825
MEXICO,19.905,-96.808
MEXICO,19.667,-96.867
Mexico,19.535,-96.825
MEXICO,19.717,-96.85
MEXICO,19.233,-96.317
MEXICO,19.233,-96.317
MEXICO,19.783,-96.767
Caribbean,19.03,-70.62
U.S.A.,20.75474,-156.3069
U.S.A.,20.76667,-156.28333
U.S.A.,20.93444,-156.61667
Mexico,20.18,-100.1
Mexico,20.24,-98.2
MEXICO,20.533,-98.483
Mexico,20.24,-98.2
MÉXICO,20.633,-98.65
MEXICO,20.567,-98.507
MEXICO,20.535,-98.478
MEXICO,20.583,-98.467
MEXICO,20.2,-96.783
MEXICO,21.882,-102.3
United States,22.012655,-159.70488
Mexico,22.32,-104.33
MEXICO,22.362,-104.429
MEXICO,22.05,-98.183
,23.933332,23.633333
,23.933332,23.633333
1,23.93333,23.63333
1,23.93333,23.63333
Taiwan,23.5667,119.5667
,23.082016,120.74914
,23.689003,120.780624
1,23.25,120.96667
,23.689003,120.780624
,23.566854,120.72337
,23.566854,120.72337
,23.082016,120.74914
,23.340942,120.827866
,23.649801,120.54974
,23.805277,120.84167
,23.578047,120.67069
,23.578047,120.67069
,23.340942,120.827866
,23.805277,120.84167
,23.25,120.96667
,23.278812,120.91384
,23.649801,120.54974
Taiwan,23.95,121.8833
CN,24.4975,109.73305
CHN,24.32306,109.49222
Taiwan,24.8797,120.9544
Taiwan,24.794167,120.9525
,24.36108,120.9045
Taiwan,24.8833,120.95
,24.068388,120.53229
,24.068388,120.53229
,24.36108,120.9045
,24.376667,120.72195
,24.184076,120.779785
,24.655983,120.78795
,24.184076,120.779785
Taiwan,24.716944,120.86667
,24.655983,120.78795
Taiwan,24.303888,120.71389
Taiwan,24.878334,120.95361
,24.1591,120.95311
,24.184076,120.779785
,24.496475,120.69561
,24.325436,120.57797
,24.366953,120.72877
,24.184076,120.779785
,24.184076,120.779785
1,24.37667,120.72194
,24.368654,120.720894
1,24.37667,120.72194
,24.184076,120.779785
,24.325436,120.57797
Taiwan,24.844166,120.937775
,24.1591,120.95311
,24.496475,120.69561
Taiwan,24.434444,120.645
,24.376667,120.72195
,24.98611,121.202774
Taiwan,24.841389,121.940834
Taiwan,24.944166,121.53028
Taiwan,24.993334,121.66639
Taiwan,24.9689,121.0519
,24.482847,121.47064
Taiwan,24.9825,121.02
Taiwan,24.993334,121.66639
Taiwan,24.8,121.1833
,24.96889,121.05194
1,24.76667,121.55
Taiwan,24.075277,121.41167
1,24.9,121.13333
Taiwan,24.988056,121.306114
Taiwan,24.898611,121.155556
Taiwan,24.9861,121.2028
,24.086111,121.02524
Taiwan,24.990555,121.532776
,24.086924,121.023254
1,24.26667,121.56667
,24.9,121.13333
1,24.98111,121.08417
,24.983334,121.53333
,24.766666,121.55
,24.089352,121.06255
1,24.93333,121.7
1,24.96889,121.05194
Taiwan,24.995832,121.4925
TW,24.25,121.083336
,24.266666,121.566666
,24.933332,121.7
,24.981112,121.08417
Taiwan,24.9811,121.0842
,24.482847,121.47064
1,24.98333,121.53333
Taiwan,24.8,121.1833
1,24.98611,121.20278
MEXICO,25.34,-100.178
China,25.29544,98.800224
CN,25.295555,98.80028
China,25.2975,98.7953
China,25.297497,98.79527
1,25.11667,120.55
,25.116667,120.55
,25.116667,120.55
1,25.11667,120.55
,25.116667,120.55
1,25.11667,120.55
,25.033333,121.5
,25.035,121.223335
Taiwan,25.142221,121.38695
,25.05,121.45
Taiwan,25.0075,121.53
,25.0,121.65
Taiwan,25.134445,121.42167
Taiwan,25.0075,121.53
Taiwan,25.0278,121.5722
,25.116667,121.35
Taiwan,25.0575,121.35306
Taiwan,25.0467,121.0658
,25.05,121.45
,25.046667,121.065834
1,25.0,121.65
,25.027779,121.58889
1,25.02778,121.58889
Taiwan,25.0075,121.53
Taiwan,25.141945,121.5425
Taiwan,25.1333,121.4167
,25.033333,121.5
Taiwan,25.031666,121.56167
Taiwan,25.134445,121.42167
,25.033333,121.5
Taiwan,25.0075,121.53
1,25.05,121.45
1,25.03333,121.5
Taiwan,25.130556,121.494446
Taiwan,25.0575,121.3525
Taiwan,25.085556,121.516945
1,25.03333,121.5
1,25.11667,121.35
1,25.25,121.33333
,25.035,121.223335
Taiwan,25.0075,121.53
Taiwan,25.286667,121.55889
Taiwan,25.09389,121.51583
Taiwan,25.027222,121.505554
Taiwan,25.059166,121.18528
Taiwan,25.199722,121.44417
Taiwan,25.134445,121.42167
Taiwan,25.017221,121.530556
Taiwan,25.199722,121.44417
1,25.05,121.45
1,25.03333,121.5
Taiwan,25.199722,121.44417
1,25.04667,121.06583
,25.25,121.333336
Taiwan,25.0547,121.3103
United States,26.14948,-97.44917
United States,26.146137,-80.452896
China,26.770142,98.887665
CN,26.770279,98.88778
,26.2,119.88333
1,26.2,119.88333
,26.2,119.88333
,26.2,119.88333
1,26.2,119.88333
1,26.2,119.88333
,26.2,119.88333
1,26.2,119.88333
,26.233334,120.0
1,26.23333,120.0
United States,27.194506,-82.369354
United States,27.902617,-82.73895
China,27.2125,98.6956
MEXICO,28.417,-108.333
Mexico,28.41667,-108.3333
MEXICO,28.417,-108.333
United States,28.553015,-82.46823
United States,28.708136,-82.07918
United States,28.76558,-81.71741
United States,28.708658,-81.2271
United States,29.810501,-98.283516
United States,29.448584,-98.51987
United States,29.836706,-97.613815
United States,29.85685,-95.39268
United States,29.380499,-94.85841
United States,29.859568,-94.14002
United States,29.703602,-94.67944
USA,29.768,-93.416
United States,29.84698,-93.20005
US,29.95861,-92.86694
United States,29.813814,-92.30916
United States,29.7936,-91.78493
United States,29.635344,-91.46789
United States,29.899078,-91.06396
United States,29.911797,-90.35676
United States,29.494211,-90.39901
United States,29.335346,-90.83771
United States,29.717918,-90.10241
United States,29.894985,-89.34609
United States,29.391155,-89.48146
United States,29.801579,-84.816734
United States,29.211533,-82.05905
United States,29.277485,-82.78985
United States,29.949503,-82.168175
United States,29.676031,-82.35834
United States,29.734196,-82.802704
United States,29.067589,-81.1385
China,29.5,117.5
United States,30.062193,-99.34866
United States,30.057564,-98.029526
United States,30.64432,-97.59834
United States,30.3333,-97.7794
US,30.67,-96.32
United States,30.789011,-96.97526
United States,30.213697,-96.405464
United States,30.66165,-96.30053
United States,30.575047,-95.16269
United States,30.96655,-95.930374
United States,30.737951,-95.573906
United States,30.299725,-95.5019
United States,30.013363,-95.981995
United States,30.336012,-94.39314
United States,30.46,-94.35
United States,30.227818,-93.35775
United States,30.12552,-93.89431
United States,30.65335,-93.34056
United States,30.655811,-92.82795
United States,30.291311,-92.410835
United States,30.733084,-92.41213
United States,30.2062,-92.06391
United States,30.598433,-92.0035
United States,30.26856,-92.81554
United States,30.262926,-91.34931
United States,30.462652,-91.31299
USA,30.38,-91.18611
USA,30.391666,-91.13167
United States,30.129766,-91.61197
United States,30.872768,-91.42342
United States,30.54375,-91.09359
United States,30.85027,-91.0487
USA,30.833,-91.5
USA,30.218334,-91.92306
United States,30.708212,-91.60042
United States,30.443632,-90.73103
United States,30.118238,-90.50189
United States,30.025824,-90.79596
United States,30.63363,-90.40206
USA,30.839,-90.408
United States,30.202864,-90.90911
United States,30.820396,-90.70986
United States,30.85203,-90.04154
USA,30.235,-89.63966
United States,30.770422,-89.59246
United States,30.065845,-89.93136
United States,30.41905,-89.09007
United States,30.399052,-89.96363
US,30.24972,-88.10722
United States,30.68435,-88.198524
United States,30.463024,-88.62192
United States,30.60728,-87.332596
United States,30.696032,-87.01638
United States,30.65488,-87.75474
US,30.42361,-87.36056
United States,30.61452,-86.170815
United States,30.86745,-85.81233
United States,30.797108,-85.21277
United States,30.581581,-84.612366
United States,30.152674,-84.38125
United States of America,30.7423,-84.9198
United States,30.4569,-84.27908
United States,30.232796,-84.88691
United States,30.864817,-83.91853
United States,30.834682,-83.26782
United States,30.420937,-83.89646
United States,30.451965,-83.467224
United States,30.778898,-82.13993
United States,30.323793,-82.2738
United States,30.042652,-82.37403
US,30.33694,-81.66027
United States,30.610691,-81.767654
United States,30.33415,-81.648506
United States,31.890821,-109.73695
United States,31.027267,-96.51402
United States,31.702337,-96.14795
United States,31.835463,-95.16665
United States,31.300325,-95.99998
United States,31.317507,-95.42918
United States,31.2561,-94.60686
United States,31.107985,-93.186455
United States,31.726307,-93.095
United States,31.55972,-93.55815
United States,31.1965,-92.535965
United States,31.9451,-92.63673
United States,31.07095,-92.00276
United States,31.592718,-92.55957
United States,31.676283,-92.15827
United States of America,31.4752,-92.4673
United States,31.440565,-91.63958
United States,31.666363,-91.84561
United States,31.164368,-91.318634
United States of America,31.1,-91.5
United States of America,31.0,-91.5
United States,31.175512,-90.39998
United States,31.173239,-90.80078
United States,31.549557,-90.1073
United States,31.535912,-90.452095
United States,31.477505,-90.898056
United States,31.144913,-90.102516
United States,31.972536,-90.914314
United States,31.209871,-89.50539
United States,31.186842,-89.25875
United States,31.564423,-89.82339
United States,31.915476,-89.92094
United States,31.230661,-89.822014
United States,31.623917,-89.16839
United States,31.643696,-88.70208
United States,31.402697,-88.20275
United States,31.171858,-88.98747
United States,31.13691,-87.1627
United States,31.428183,-86.993
United States,31.751982,-86.682304
United States,31.426115,-85.612335
US,31.51444,-85.72889
United States,31.863073,-85.38899
United States,31.516094,-85.23984
United States,31.094395,-85.83733
United States,31.151186,-85.30458
United States,31.53832,-84.21578
United States,31.223831,-84.19464
United States,31.330837,-84.45401
United States,31.154783,-83.43077
United States,31.186499,-83.76833
United States,31.552687,-83.84816
United States,31.456642,-83.526085
United States,31.759396,-83.21976
United States,31.274242,-83.23179
United States,31.925398,-83.77158
United States of America,31.93282,-82.49466
United States,31.47999,-81.37239
United States,31.968395,-81.08524
,31.0,116.083336
,31.0,116.083336
United States,32.2312,-110.9526
United States,32.77045,-97.29328
United States,32.76685,-96.77801
United States,32.48466,-94.81055
United States,32.105286,-94.75741
United States,32.680805,-93.60296
United States,32.06172,-93.735954
United States,32.579178,-93.87992
United States,32.34866,-93.05552
USA,32.1285,-93.047
United States,32.093628,-93.33089
United States,32.703884,-93.33053
United States,32.47785,-92.15565
United States,32.82715,-92.37758
USA,32.4667,-92.65
USA,32.516,-92.716
United States,32.296272,-92.55379
United States,32.81569,-92.994415
USA,32.533,-92.63392
United States,32.08706,-92.11965
United States,32.6039,-92.66315
United States,32.138245,-91.672714
United States,32.73412,-91.235344
United States,32.785816,-91.45312
United States,32.818016,-91.799736
United States,32.417473,-91.76423
United States,32.37065,-91.24279
United States,32.002594,-91.33043
United States,32.63364,-90.03384
United States,32.26345,-90.443596
United States,32.35744,-90.85174
United States,32.780666,-90.40496
United States,32.878925,-90.8116
United States,32.019337,-89.12036
United States,32.40511,-89.118256
United States,32.752403,-89.119354
United States,32.40495,-89.54533
United States,32.01631,-89.50124
United States,32.593445,-88.193794
United States,32.024864,-88.26578
United States,32.40435,-88.660576
US,32.69306,-88.11555
United States,32.756104,-88.64542
US,32.88166,-88.06445
United States,32.85478,-87.95123
US,32.28861,-87.63111
United States,32.996944,-87.126854
US,32.5925,-87.05028
United States,32.329594,-87.10952
United States,32.248547,-87.790375
US,32.46833,-87.62167
United States,32.59991,-86.13816
United States,32.542206,-86.64147
United States,32.1575,-86.64263
United States,32.22435,-86.2038
US,32.53861,-86.315
US,32.38472,-86.86639
US,32.40556,-86.72056
United States,32.384888,-85.69257
US,32.4475,-85.89889
US,32.6,-85.4
United States,32.597366,-85.35589
United States,32.860832,-85.7976
US,32.39972,-85.86806
United States,32.51071,-84.87497
United States,32.740746,-84.906075
United States,32.17328,-83.166245
United States,32.042664,-82.06064
United States,32.779194,-81.14306
United States,32.390705,-81.74391
United States,32.748714,-81.61441
United States,32.990875,-81.354904
United States,32.35324,-80.69358
United States,32.844498,-80.65202
United States,32.820343,-79.89632
United States,33.67497,-117.7774
USA,33.0,-117.0
USA,33.0,-117.0
USA,33.0,-117.0
United States,33.02056,-116.771866
USA,33.0,-117.0
USA,33.0,-117.0
USA,33.0,-117.0
USA,33.0,-117.0
USA,33.0,-117.0
USA,33.0,-117.0
USA,33.0,-117.0
United States,33.6117,-101.81989
United States of America,33.7,-96.6
United States,33.12274,-96.08531
United States,33.1846,-96.577644
United States,33.97016,-96.25483
United States,33.62382,-96.67629
United States,33.445683,-94.42266
United States,33.99851,-94.23769
United States,33.071053,-94.34585
United States,33.235523,-93.610596
United States,33.311497,-93.88056
United States,33.21509,-93.22653
United States,33.666725,-93.30288
United States,33.89444,-92.18791
United States,33.46324,-92.168365
United States,33.17029,-92.594444
United States,33.591133,-92.879265
United States,33.966854,-92.657036
United States,33.190784,-91.77226
United States,33.83126,-91.2593
United States,33.26634,-91.2977
United States,33.589684,-91.7169
United States,33.95322,-91.73393
United States,33.606743,-90.59501
United States,33.547985,-90.29765
United States,33.12119,-90.088356
United States of America,33.416668,-90.916664
United States,33.285526,-90.94752
United States,33.09319,-89.035416
United States,33.77093,-89.80111
United States,33.612988,-89.28241
United States,33.08895,-89.58046
United States,33.345203,-89.25242
United States,33.65181,-88.77393
United States,33.110928,-88.570175
United States,33.2838,-88.08408
United States,33.890255,-88.48525
United States,33.28794,-87.523766
USA,33.183,-87.533
US,33.15778,-87.47083
US,33.05778,-87.44139
US,33.20972,-87.54083
US,33.20833,-87.54778
US,33.40195,-86.57222
United States,33.383987,-86.16949
United States,33.71257,-86.318306
United States,33.266792,-86.65467
United States,33.97974,-86.566216
United States,33.290802,-85.456436
United States,33.774548,-85.82562
United States,33.268723,-85.859856
United States,33.67087,-85.51739
US,33.74888,-84.38805
United States,33.072998,-84.135216
United States,33.043407,-84.68501
United States,33.35261,-84.762596
United States,33.880978,-83.08201
United States,33.951965,-83.36602
United States,33.553177,-83.84438
United States,33.592846,-83.49307
United States,33.83733,-83.43728
United States,33.786636,-82.744354
United States,33.8992,-82.30472
United States,33.359383,-82.074
United States,33.263885,-81.43724
United States,33.89878,-81.2704
United States,33.218685,-81.05088
United States,33.546055,-81.63852
United States,33.916405,-80.38211
United States,33.674717,-80.78091
United States,33.08131,-80.40449
United States,33.66477,-80.21766
United States,33.441547,-80.79872
United States,33.41416,-79.29623
United States,33.195152,-79.95028
United States,33.616604,-79.72789
United States,33.91021,-78.97617
Japan,33.1625,133.206
Japan,33.4792,133.019
Japan,33.4125,134.119
Japan,33.4125,134.119
Japan,33.10709,139.79095
USA,34.0,-120.0
USA,34.0,-120.0
USA,34.0,-118.0
USA,34.0,-118.0
USA,34.0,-118.0
USA,34.0,-118.0
USA,34.0,-118.0
USA,34.0,-118.0
USA,34.0,-117.0
USA,34.0,-117.0
USA,34.0,-117.0
USA,34.0,-117.0
United States,34.595238,-112.55404
United States,34.01853,-103.48002
United States,34.026997,-95.5535
United States,34.858643,-94.06349
United States,34.47477,-94.224
United States,34.053833,-93.176506
United States,34.545967,-93.66019
United States,34.166363,-93.65474
United States,34.08983,-93.98951
United States,34.997776,-93.4069
United States,34.57332,-93.15395
United States,34.7701,-92.310814
United States,34.94697,-92.93405
United States,34.287457,-92.42342
United States,34.320145,-92.945114
United States,34.648426,-92.67459
United States of America,34.746387,-92.28972
United States,34.740314,-91.85301
United States,34.68028,-91.20306
United States,34.28887,-91.37634
United States,34.26921,-91.92908
United States,34.425632,-90.85202
United States,34.779636,-90.78032
United States,34.22526,-90.597275
United States,34.770065,-89.50947
United States,34.227505,-89.03682
United States,34.816936,-89.18701
United States,34.87528,-89.99199
United States,34.358685,-89.48547
United States,34.363316,-89.94654
United States,34.48969,-89.00411
United States,34.0319,-89.71544
United States,34.653316,-89.94012
United States,34.740658,-88.24331
United States,34.289055,-88.681206
United States,34.77007,-88.90831
United States,34.435932,-87.84365
United States,34.903732,-87.64758
US,34.33916,-87.44334
United States,34.154533,-87.37348
United States,34.707294,-87.79657
United States,34.51999,-87.31022
United States,34.13447,-87.886566
US,34.95472,-87.30334
United States,34.81032,-86.98142
United States,34.453297,-86.8573
United States,34.365158,-86.31306
United States,34.04753,-86.03825
US,34.01944,-86.56667
United States,34.13167,-86.8669
US,34.42139,-86.28167
United States,34.85462,-85.504715
United States,34.187088,-85.60575
United States,34.45983,-85.79873
United States,34.223774,-84.126724
United States,34.781933,-84.74822
United States,34.238403,-84.83918
United States,34.864143,-84.31928
United States,34.133324,-83.56274
United States,34.128468,-83.20978
United States,34.555805,-83.29395
United States,34.83436,-83.99088
United States,34.156258,-82.12854
United States,34.114998,-82.83977
United States,34.52005,-82.63819
United States,34.227272,-82.45302
United States of America,34.069,-82.617
United States,34.48403,-82.00537
United States,34.88868,-82.72385
United States of America,34.072,-82.641
United States,34.89313,-82.370834
United States,34.691837,-81.158516
United States,34.288986,-81.59964
United States,34.970036,-81.182976
United States,34.692677,-81.61654
United States,34.396023,-81.125626
United States,34.931637,-81.99075
United States,34.974667,-80.10227
United States,34.98808,-80.533325
United States,34.339,-80.58785
United States,34.158253,-80.25347
United States,34.030983,-80.90659
United States,34.63795,-80.1588
United States,34.686634,-80.704346
United States,34.080547,-79.362045
United States,34.331852,-79.955345
United States,34.64029,-79.107086
United States,34.02378,-79.70732
United States,34.601704,-79.67812
United States,34.84148,-79.48027
United States,34.03859,-78.221375
United States,34.991474,-78.36865
United States,34.619415,-78.555916
United States,34.182266,-77.86493
United States,34.93628,-77.93496
United States,34.51026,-77.88741
United States,34.714504,-77.413155
United States,34.87634,-76.504364
South Korea,34.0,126.0
South Korea,34.0,126.0
South Korea,34.0,126.0
South Korea,34.0,126.0
Japan,34.36714,132.4906
,34.2253,134.83
Japan,34.4069,135.798
Japan,34.4069,135.798
Japan,34.4916,135.951
Japan,34.5922,135.847
Japan,34.4456,135.698
JP,34.1,135.56667
Japan,34.4069,135.798
Japan,34.6725,135.765
Japan,34.6131,135.955
Japan,34.3553,135.798
Japan,34.4069,135.798
Japan,34.4069,135.798
Japan,34.4916,135.951
Japan,34.4294,135.888
Japan,34.4681,135.969
Japan,34.6278,135.694
Japan,34.5705,135.746
Japan,34.4916,135.951
United States,35.381634,-120.445526
United States,35.20082,-97.328476
United States,35.609352,-95.37944
United States,35.225338,-95.11118
United States,35.878036,-94.658226
United States,35.98574,-94.214355
United States,35.19915,-94.27539
United States,35.579453,-94.24637
United States,35.917736,-93.22308
United States,35.51225,-93.89193
United States,35.56902,-93.46117
United States,35.215115,-93.71263
United States,35.44643,-93.03576
United States,35.862904,-92.153496
United States,35.263496,-92.69505
United States,35.147167,-92.33529
United States,35.58119,-92.51904
United States,35.542423,-92.02899
United States,35.18755,-91.24103
United States,35.254807,-91.74579
United States,35.7441,-91.566216
United States,35.30001,-90.77143
United States,35.021645,-90.74732
United States,35.577393,-90.663216
United States,35.828125,-90.63188
United States,35.21264,-90.314064
United States,35.764084,-90.054474
United States,35.18874,-89.41331
United States,35.58009,-89.28644
United States,35.4922,-89.75748
United States,35.1843,-89.892265
United States,35.65493,-88.386314
United States,35.203033,-88.9968
United States,35.19538,-88.18634
United States,35.605488,-88.10568
United States,35.175255,-88.56423
United States,35.223766,-87.393265
United States,35.6158,-87.07636
United States,35.23579,-87.78697
United States,35.491585,-86.07455
United States,35.1407,-86.58848
United States,35.89376,-86.89919
United States,35.1515,-86.097176
United States,35.843235,-86.41654
United States,35.392307,-85.720116
United States,35.12763,-85.610306
United States,35.9514,-84.99734
United States,35.137054,-84.06394
United States,35.847248,-84.52297
US,35.79722,-84.25611
United States,35.126324,-84.51554
United States,35.44759,-84.25083
United States,35.9925,-83.93741
United States,35.49237,-83.49217
United States,35.287914,-83.144424
United States,35.782562,-83.52085
United States,35.34898,-83.83276
United States,35.6869,-83.92557
United States,35.05829,-83.755775
United States,35.149662,-83.42055
United States,35.858223,-82.7116
United States,35.68217,-82.04832
United States,35.198383,-82.797134
United States,35.277435,-82.16622
United States,35.552914,-82.97847
United States,35.336678,-82.48106
United States,35.954178,-81.54671
US,35.48777,-81.96361
United States,35.484318,-81.22287
United States,35.747223,-81.70554
United States,35.33582,-81.555984
United States,35.663,-81.21445
United States,35.048283,-81.62275
United States,35.92184,-81.176956
United States,35.295734,-81.18137
United States,35.793987,-80.21205
US,35.7825,-80.88722
United States,35.312435,-80.25324
United States,35.808937,-80.87285
United States,35.57,-80.12
United States,35.38772,-80.55062
United States,35.2483,-80.83312
United States,35.63594,-80.52288
United States,35.00299,-79.746605
United States,35.020733,-79.2336
United States,35.710854,-79.80646
United States,35.476112,-79.17229
United States,35.701626,-79.25792
United States,35.36232,-78.004616
United States,35.789932,-78.65043
United States,35.37072,-78.86448
United States,35.519142,-78.36519
United States,35.046497,-78.82867
United States,35.91397,-77.59641
United States,35.843384,-77.10279
United States,35.590836,-77.376724
United States,35.26,-77.62
United States,35.486404,-77.6841
United States,35.70482,-77.919106
United States,35.241505,-77.64281
United States,35.968403,-77.98815
United States,35.48273,-76.8448
United States,35.15032,-76.6676
United States,35.83681,-76.564705
United States,35.406174,-76.15317
United States,35.870396,-76.16513
United States,35.689903,-75.726974
South Korea,35.0,126.0
South Korea,35.0,126.0
South Korea,35.0,126.0
South Korea,35.0,126.0
South Korea,35.0,126.0
South Korea,35.0,128.0
South Korea,35.215,128.126
South Korea,35.221,128.117
South Korea,35.225,128.119
South Korea,35.218,128.126
South Korea,35.225,128.121
South Korea,35.0,128.0
South Korea,35.221,128.117
South Korea,35.209,128.121
South Korea,35.0,128.0
South Korea,35.209,128.121
South Korea,35.0,128.0
South Korea,35.225,128.12
South Korea,35.225,128.121
South Korea,35.0,128.0
South Korea,35.0,128.0
South Korea,35.225,128.12
South Korea,35.219,128.134
South Korea,35.225,128.119
South Korea,35.215,128.126
South Korea,35.218,128.126
South Korea,35.219,128.134
South Korea,35.436,129.224
South Korea,35.435,129.224
South Korea,35.436,129.224
South Korea,35.435,129.224
Japan,35.2158,138.991
Japan,35.4324,139.491
Japan,35.2991,139.078
Japan,35.3241,139.053
Japan,35.5824,139.341
Japan,35.5574,139.666
Japan,35.646755,139.27286
Japan,35.2241,139.028
Japan,35.3658,139.603
Japan,35.5074,139.366
Japan,35.2158,139.678
Japan,35.1741,139.091
Japan,35.3241,139.616
Japan,35.4408,139.316
Japan,35.2408,139.103
Japan,35.4574,139.578
Japan,35.5241,139.103
Japan,35.3158,139.528
Japan,35.4491,139.291
Japan,35.1408,139.091
Japan,35.3158,139.028
Japan,35.5824,139.341
Japan,35.5491,139.666
Japan,35.5741,139.316
Japan,35.3908,139.528
Japan,35.5407,139.241
Japan,35.646755,139.27286
Japan,35.2241,139.078
Japan,35.4074,139.566
Japan,35.5074,139.328
Japan,35.2574,139.153
Japan,35.646755,139.27286
Japan,35.4324,139.491
Japan,35.47111,139.16583
Japan,35.5324,139.228
Japan,35.3241,139.316
Japan,35.6689,139.4776
Japan,35.3074,139.191
Japan,35.3991,139.553
Japan,35.4324,139.491
Japan,35.4324,139.516
Japan,35.625168,139.2436
Japan,35.5074,139.278
Japan,35.1491,139.066
Japan,35.3741,139.128
Japan,35.5491,139.403
Japan,35.5991,139.578
Japan,35.3324,139.141
Japan,35.5158,139.203
Japan,35.1408,139.653
Japan,35.4491,139.466
Japan,35.646755,139.27286
Japan,35.4158,139.066
Japan,35.5074,139.566
Japan,35.6689,139.4776
Japan,35.3658,139.528
Japan,35.5407,139.291
Japan,35.5824,139.316
Japan,35.6595,139.706
Japan,35.4824,139.528
Japan,35.2741,139.053
Japan,35.5491,139.578
Japan,35.3741,139.516
Japan,35.4491,139.491
Japan,35.6324,139.153
Japan,35.4991,139.578
Japan,35.3908,139.041
Japan,35.4408,139.216
Japan,35.1491,139.116
Japan,35.4658,139.491
Japan,35.6074,139.166
Japan,35.5241,139.666
Japan,35.4074,139.141
Japan,35.5158,139.203
Japan,35.3074,139.553
Japan,35.4824,139.378
Japan,35.4491,139.603
Japan,35.3324,139.128
Japan,35.5491,139.203
Japan,35.5241,139.366
Japan,35.5074,139.466
Japan,35.4408,139.603
Japan,35.4241,139.153
Japan,35.731804,139.43463
Japan,35.4158,139.603
Japan,35.4741,139.516
Japan,35.1408,139.166
Japan,35.3158,139.091
Japan,35.5741,139.291
Japan,35.5074,139.391
Japan,35.4408,139.403
Japan,35.646755,139.27286
Japan,35.4491,139.591
Japan,35.4908,139.478
Japan,35.4158,139.003
Japan,35.3408,139.528
Japan,35.4574,139.341
Japan,35.2575,139.616
Japan,35.4408,139.653
Japan,35.5907,139.641
Japan,35.5407,139.241
Japan,35.2408,139.116
Japan,35.1575,139.141
Japan,35.2991,139.078
Japan,35.5741,139.291
Japan,35.5991,139.341
Japan,35.4158,139.453
Japan,35.6208,139.5699
Japan,35.4907,139.053
Japan,35.5907,139.528
Japan,35.646755,139.27286
Japan,35.4158,139.666
Japan,35.5241,139.228
Japan,35.1991,139.128
Japan,35.3491,139.541
Japan,35.4824,139.391
Japan,35.4574,139.591
Japan,35.646755,139.27286
Japan,35.646755,139.27286
Japan,35.2658,139.003
Japan,35.5491,139.153
Japan,35.2991,139.528
Japan,35.4824,139.403
United States,36.764446,-119.43472
United States,36.20175,-115.02281
United States,36.07801,-96.974495
United States,36.337986,-94.25784
United States,36.81,-94.35
United States,36.337154,-93.54196
United States,36.65477,-93.0359
United States,36.31359,-93.092834
United States,36.58,-93.82
United States,36.01224,-93.72307
United States,36.69,-92.89
United States,36.262962,-92.67992
United States,36.9,-92.1
United States,36.286224,-92.33984
United States,36.09461,-91.911
United States,36.04305,-91.114975
United States,36.688408,-91.40229
United States,36.383114,-91.81891
United States,36.342064,-91.028076
United States,36.7,-91.69
United States,36.7744,-91.88732
United States,36.15391,-91.481514
United States,36.56,-91.89
United States,36.715103,-90.403175
United States,36.37636,-90.42147
United States,36.89,-90.28
United States,36.27051,-90.089775
United States,36.119053,-90.56226
United States,36.659252,-90.8664
United States,36.04,-90.11
United States,36.49,-90.08
United States,36.55,-90.04
United States,36.594734,-89.655525
United States,36.64,-89.29
United States,36.826557,-89.29495
United States,36.553326,-89.18531
United States,36.214554,-89.78335
United States,36.77,-89.53
United States,36.855618,-89.94635
United States,36.72327,-88.649826
United States,36.853874,-88.97749
United States,36.678158,-88.97553
United States,36.880684,-88.33522
US,36.30194,-88.32666
United States,36.327335,-88.298904
United States,36.89505,-87.49187
United States,36.49548,-87.38154
United States,36.499702,-87.83798
United States,36.26673,-87.07984
United States,36.805603,-87.87504
United States,36.153652,-87.36151
United States,36.751656,-86.19043
United States,36.991734,-86.42386
United States,36.1689,-86.78464
United States,36.46761,-86.45638
United States,36.739567,-86.58194
United States,36.157814,-86.29866
United States,36.781574,-85.389015
United States,36.960438,-85.9276
United States,36.554417,-85.54328
United States,36.13109,-84.64166
United States,36.384007,-84.92765
United States,36.43329,-84.51393
